,label,transcript
758,F04_B1_C11_M5,paragraph
759,M14_B1_CW18_M7,his
760,M16_B3_UW44_M6,queen gift for men
761,F04_B3_CW68_M6,NA
762,F04_B3_CW87_M6,it
763,CM13_B2_CW90_M6,long
764,M14_B1_CW60_M5,some
765,CM13_B2_UW89_M3,rabbit
766,M14_B1_UW69_M5,employment
767,CM13_B3_LT_M8,tango
768,M16_B1_LS_M3,seattle
769,F04_B3_UW100_M8,NA
770,CM13_B2_UW46_M5,bengal
771,M14_B1_CW10_M6,it
772,F04_B1_UW1_M5,naturalization
773,M16_B3_C15_M3,godly
774,M14_B1_CW92_M6,hey
775,M14_B2_C9_M6,shift
776,CM13_B1_UW57_M5,asia
777,CM13_B2_CW50_M8,will
778,M16_B3_UW43_M5,NA
779,M14_B3_UW76_M6,mustache
780,CM13_B2_CW85_M7,who
781,F04_B2_CW46_M7,do
782,M16_B3_CW70_M3,NA
783,CM13_B2_UW54_M3,bosom
784,CM13_B1_UW70_M7,futurity
785,CM13_B3_UW97_M8,watch
786,CM13_B3_UW84_M6,pajamas
787,M14_B1_CW15_M8,ar
788,CM13_B3_LC_M7,charlie
789,CM13_B2_CW91_M8,down
790,F04_B3_CW15_M8,ar
791,CM13_B1_CW73_M6,see
792,CM13_B2_LN_M6,november
793,CM13_B2_C10_M5,line
794,CM13_B1_UW13_M6,hypothesis
795,M14_B2_CW71_M5,ride
796,F04_B3_C18_M6,left
797,CM13_B3_UW15_M6,missouri
798,M16_B3_D1_M3,morton
799,CM13_B3_LC_M6,charlie
800,M14_B2_CW27_M8,have
801,M16_B1_UW46_M7,NA
802,F04_B2_D2_M6,2
803,CM13_B1_CW19_M3,they
804,F04_B1_CW85_M3,who
805,CM13_B2_CW12_M5,was
806,CM13_B1_CW98_M8,heart
807,CM13_B1_CW51_M8,up
808,CM13_B1_CW62_M3,wood
809,F04_B1_CW43_M8,each
810,CM13_B2_UW19_M7,adhesion
811,M14_B3_UW40_M6,without
812,M16_B3_C2_M6,nordic space
813,F04_B1_UW3_M5,who's your daddy
814,CM13_B1_LU_M7,uniform
815,CM13_B3_LK_M8,kilo
816,M16_B1_D0_M5,NA
817,CM13_B1_LA_M3,alpha
818,M16_B3_UW17_M5,NA
819,M14_B2_UW36_M5,authority
820,CM13_B3_UW61_M3,bungalows
821,CM13_B3_UW15_M3,missouri
822,CM13_B2_UW97_M7,bath
823,CM13_B1_CW89_M8,find
824,CM13_B1_CW27_M8,had
825,F04_B3_CW79_M7,my
826,CM13_B2_UW60_M8,brotherhood
827,F04_B3_CW90_M3,going
828,M16_B1_UW51_M6,python
829,M16_B2_LL_M7,william
830,F04_B3_UW55_M8,35
831,CM13_B2_CW94_M7,get
832,M14_B3_CW89_M6,find
833,CM13_B3_UW99_M5,away
834,F04_B1_CW95_M3,come
835,M14_B2_CW64_M3,like
836,M14_B3_D2_M5,2
837,CM13_B1_UW67_M6,copenhagen
838,CM13_B2_CW20_M8,i
839,F04_B1_CW36_M5,when
840,M14_B1_CW3_M6,and
841,CM13_B2_UW97_M6,bath
842,M14_B2_CW89_M5,find
843,F04_B2_CW82_M7,water
844,CM13_B3_CW25_M7,from
845,M14_B2_CW29_M5,word
846,CM13_B1_CW85_M8,who
847,CM13_B3_CW38_M6,can
848,M16_B2_CW53_M3,obama
849,M14_B1_UW91_M6,wagon
850,CM13_B3_CW63_M3,make
851,CM13_B2_CW71_M8,right
852,CM13_B3_LU_M5,uniform
853,M14_B2_UW45_M7,beleaguering
854,CM13_B2_CW22_M5,b
855,F04_B2_UW45_M8,beleaguering
856,F04_B3_UW44_M5,NA
857,M14_B3_CW78_M7,people
858,CM13_B3_CW34_M3,wer
859,M16_B3_CW74_M6,NA
860,M16_B2_UW86_M7,NA
861,CM13_B1_UW49_M6,pow wow
862,M16_B1_CW56_M3,then
863,F04_B3_LB_M7,bravo
864,F04_B1_UW26_M5,behavior movie
865,F04_B2_UW36_M6,authoritative
866,M16_B2_UW48_M3,facebook
867,F04_B1_CW76_M8,way
868,CM13_B2_CW52_M6,weather
869,CM13_B1_UW71_M8,gigantic
870,CM13_B3_UW27_M6,reward
871,M14_B2_UW94_M3,feather
872,CM13_B3_UW21_M8,power washer
873,CM13_B3_UW69_M6,equilibrium
874,CM13_B2_C10_M3,line
875,CM13_B2_UW50_M8,blithe
876,M16_B2_CW93_M3,dish
877,F04_B3_UW43_M6,gerenuk
878,F04_B3_UW49_M8,tomorrow
879,M16_B1_CW53_M7,NA
880,M16_B3_CW87_M6,it's
881,F04_B1_UW5_M7,psychological
882,CM13_B2_UW38_M6,bachelor
883,CM13_B2_CW88_M8,now
884,CM13_B3_CW24_M3,have
885,CM13_B2_UW13_M3,unusual
886,CM13_B2_CW22_M6,b
887,M14_B2_CW16_M7,as
888,M16_B1_CW17_M5,with
889,CM13_B2_CW68_M8,has
890,CM13_B2_UW9_M6,skyward
891,CM13_B1_UW85_M8,telephone
892,M14_B2_CW97_M5,hey
893,M16_B1_CW8_M6,you
894,M14_B1_CW60_M3,sam
895,M14_B2_UW68_M7,celebrity
896,CM13_B3_CW46_M8,do
897,M16_B1_LR_M5,well well
898,M16_B1_UW67_M8,copenhagen
899,F04_B1_UW25_M7,baby hood
900,M14_B3_C6_M5,escape
901,M16_B1_CW85_M5,2
902,M14_B2_UW7_M5,schoolyard
903,CM13_B2_CW39_M6,sad
904,M14_B1_D8_M6,8
905,M14_B3_C7_M8,al's
906,CM13_B2_CW32_M6,what
907,CM13_B3_UW13_M3,jerry's
908,M14_B3_UW34_M7,sympathize
909,CM13_B1_CW92_M5,day
910,M14_B3_LM_M3,mike
911,F04_B1_CW65_M7,ham
912,M16_B1_CW84_M7,NA
913,M14_B1_UW8_M8,bushels
914,F04_B3_LP_M6,papa
915,M14_B1_D1_M7,why
916,CM13_B3_UW62_M6,choking
917,M16_B1_CW2_M6,of
918,M14_B2_LC_M6,charles
919,F04_B3_CW85_M7,who
920,CM13_B3_UW59_M5,a while
921,CM13_B2_LW_M8,whiskey
922,CM13_B2_LI_M6,india
923,CM13_B3_UW82_M3,soothing
924,CM13_B2_CW4_M3,NA
925,F04_B1_UW19_M5,at least
926,CM13_B2_CW62_M5,wood
927,M16_B3_UW94_M5,slide
928,CM13_B3_D8_M3,8
929,M14_B2_UW32_M5,apprehend
930,M16_B2_C10_M7,line
931,CM13_B2_D4_M7,4
932,M16_B1_C4_M7,i'm too
933,M14_B1_UW78_M7,interwoven
934,M14_B2_UW29_M3,anything
935,M16_B3_CW66_M7,youtube
936,CM13_B3_CW53_M3,about
937,CM13_B2_C17_M5,downward
938,M16_B1_CW71_M6,right
939,CM13_B2_CW1_M7,duh
940,M16_B3_CW89_M3,vines
941,CM13_B1_CW22_M7,b
942,F04_B3_UW82_M5,soothing
943,M14_B3_UW16_M7,moonshine
944,CM13_B2_D7_M8,7
945,CM13_B3_CW34_M5,where
946,M16_B3_CW80_M7,NA
947,M14_B2_UW48_M8,betook
948,M16_B2_CW81_M6,forest
949,F04_B1_CW9_M6,that
950,M16_B2_CW100_M8,NA
951,CM13_B2_CW25_M3,from
952,CM13_B1_UW96_M7,scissors
953,CM13_B1_UW76_M6,hulk
954,M16_B2_UW66_M6,candle light
955,M16_B1_UW27_M8,NA
956,CM13_B1_CW12_M5,was
957,CM13_B1_CW5_M6,2
958,M14_B3_UW57_M8,washerwoman
959,M16_B2_CW78_M5,people
960,M16_B1_UW11_M3,gems
961,M16_B1_CW27_M3,have
962,F04_B2_CW44_M6,which
963,CM13_B2_D0_M5,0
964,CM13_B2_CW23_M5,this
965,M16_B2_C19_M5,right
966,CM13_B2_C12_M3,sentence
967,CM13_B3_UW52_M7,observation
968,CM13_B1_UW53_M8,advice
969,CM13_B2_CW61_M3,her
970,F04_B1_D6_M8,fix
971,M16_B2_CW55_M5,NA
972,CM13_B2_CW71_M6,right
973,M14_B2_C13_M6,taste
974,M16_B1_CW11_M3,NA
975,CM13_B2_D2_M7,2
976,F04_B2_UW9_M8,skyward
977,M14_B3_CW45_M6,she
978,CM13_B3_LT_M5,tango
979,M14_B2_UW49_M8,patrol
980,CM13_B3_CW75_M5,no
981,M14_B3_UW24_M3,machine
982,M16_B3_CW59_M5,so
983,M14_B3_UW19_M8,nowhere
984,CM13_B2_C2_M8,backspace
985,M14_B2_C17_M6,downward
986,CM13_B2_UW57_M5,boulevard
987,CM13_B1_CW10_M8,it
988,M16_B3_CW38_M8,NA
989,F04_B1_CW17_M6,NA
990,CM13_B1_CW94_M5,get
991,CM13_B2_CW58_M3,these
992,M14_B1_UW82_M6,house
993,F04_B3_CW77_M6,could
994,CM13_B2_CW83_M6,ben
995,F04_B2_LF_M3,buckshot
996,M14_B2_CW84_M8,call
997,M16_B2_C12_M6,septic
998,F04_B3_CW70_M7,more
999,CM13_B2_UW92_M5,fishing
1000,CM13_B1_D0_M7,0
1001,M14_B2_C3_M6,delete
1002,CM13_B1_UW60_M8,birmingham
1003,CM13_B1_UW33_M6,composure
1004,M16_B1_D4_M8,4
1005,M16_B1_UW43_M3,NA
1006,M16_B3_CW59_M7,so
1007,M14_B2_C11_M7,paragraph
1008,M14_B2_C4_M7,answer
1009,CM13_B2_CW53_M6,about
1010,F04_B2_UW79_M6,terrible
1011,M16_B3_CW87_M7,it's
1012,CM13_B3_UW90_M7,green
1013,M14_B2_LS_M5,ciara
1014,F04_B3_CW26_M3,NA
1015,M16_B1_UW28_M8,NA
1016,CM13_B1_C7_M6,alt
1017,M14_B3_C1_M7,a man
1018,CM13_B3_UW94_M7,slide
1019,M16_B2_UW94_M6,cousin
1020,CM13_B1_UW16_M6,nevertheless
1021,F04_B1_CW79_M8,my
1022,M14_B1_CW12_M5,was
1023,F04_B3_CW7_M5,is
1024,CM13_B2_LK_M6,kilo
1025,CM13_B2_UW81_M3,endowments
1026,F04_B1_D0_M6,vero
1027,CM13_B2_CW52_M3,weather
1028,F04_B2_LZ_M6,who
1029,M14_B3_UW17_M3,daniel
1030,F04_B1_CW22_M3,b
1031,CM13_B2_LT_M3,tango
1032,CM13_B1_CW72_M5,go
1033,CM13_B1_UW34_M5,epithet
1034,CM13_B3_UW50_M8,exaggerate
1035,M16_B2_UW36_M8,NA
1036,CM13_B2_UW80_M8,emilio
1037,F04_B2_C7_M6,what
1038,M14_B3_UW96_M8,fire
1039,M14_B2_D7_M8,7
1040,M16_B1_UW62_M6,NA
1041,CM13_B3_C17_M5,downward
1042,M16_B2_LI_M7,india
1043,CM13_B3_UW71_M8,gustav
1044,CM13_B2_UW94_M8,feather
1045,CM13_B1_CW36_M8,when
1046,F04_B3_UW55_M5,35
1047,M14_B3_CW15_M3,ar
1048,F04_B2_CW19_M8,mets
1049,CM13_B3_LJ_M3,juliet
1050,CM13_B1_LL_M7,lima
1051,M14_B2_CW23_M8,this
1052,F04_B3_CW64_M6,NA
1053,F04_B2_CW38_M8,can
1054,CM13_B2_UW47_M8,bequeath
1055,CM13_B1_UW70_M3,futurity
1056,F04_B2_CW46_M6,do
1057,F04_B1_CW25_M5,NA
1058,CM13_B1_CW88_M7,now
1059,CM13_B1_D6_M5,6
1060,F04_B1_LR_M7,romeo
1061,M14_B3_UW95_M5,stars
1062,F04_B2_CW84_M3,NA
1063,M14_B3_UW54_M6,rollie pollie
1064,F04_B2_UW14_M6,voyage
1065,M14_B3_UW92_M6,crying
1066,F04_B2_UW51_M5,virgin
1067,F04_B3_UW24_M7,regime
1068,CM13_B1_LK_M6,kilo
1069,CM13_B2_CW63_M5,make
1070,M14_B3_CW61_M6,her
1071,CM13_B2_CW36_M8,when
1072,CM13_B1_UW84_M8,window
1073,CM13_B3_UW12_M6,joyful
1074,M16_B3_C5_M5,NA
1075,CM13_B1_CW47_M3,how
1076,CM13_B3_LK_M3,kilo
1077,M14_B3_CW59_M8,cell
1078,CM13_B1_C2_M8,backspace
1079,CM13_B3_CW71_M8,right
1080,M14_B2_UW24_M7,allah
1081,M14_B2_UW62_M3,bulge
1082,CM13_B1_C3_M5,delete
1083,CM13_B2_LR_M7,romeo
1084,CM13_B2_UW70_M3,coherent
1085,CM13_B1_C15_M6,copy
1086,CM13_B1_LQ_M5,quebec
1087,F04_B2_UW37_M5,aversion
1088,F04_B2_CW80_M7,then
1089,M16_B3_UW97_M3,watch
1090,CM13_B3_C16_M7,upward
1091,M14_B2_CW6_M7,in
1092,M14_B1_C1_M3,command
1093,CM13_B3_CW58_M3,these
1094,CM13_B2_UW25_M6,aloof
1095,M16_B3_LO_M3,NA
1096,CM13_B3_CW17_M3,with
1097,F04_B3_CW88_M5,now
1098,M14_B1_CW81_M5,first
1099,CM13_B3_CW57_M7,them
1100,M16_B1_UW87_M3,life
1101,CM13_B3_UW44_M8,forgetfulness
1102,CM13_B3_CW73_M8,see
1103,M14_B3_CW85_M7,who
1104,M16_B3_D9_M7,9
1105,F04_B1_UW58_M6,usher
1106,M16_B1_CW88_M8,NA
1107,CM13_B1_CW2_M7,of
1108,M16_B2_CW42_M7,NA
1109,M14_B2_CW38_M3,can
1110,M14_B1_UW88_M6,spoon
1111,M14_B3_D3_M7,3
1112,F04_B3_UW73_M6,inexhaustible
1113,M16_B1_UW8_M3,marshalls
1114,CM13_B1_CW8_M3,you
1115,M14_B3_C2_M5,backspace
1116,F04_B2_CW10_M6,NA
1117,CM13_B1_CW76_M8,way
1118,CM13_B3_C8_M5,control
1119,M16_B2_UW7_M3,put yours
1120,F04_B1_CW31_M8,not
1121,CM13_B3_UW81_M6,sandpiper
1122,CM13_B1_UW69_M5,employment
1123,M14_B3_UW99_M5,elaine
1124,CM13_B1_CW91_M6,down
1125,M14_B2_D9_M7,9
1126,CM13_B3_UW16_M6,moonshine
1127,CM13_B1_CW35_M5,wii
1128,F04_B1_LU_M7,uniform
1129,M14_B1_CW39_M5,sad
1130,M14_B2_CW48_M7,bear
1131,CM13_B1_UW72_M5,gouged
1132,CM13_B1_UW74_M8,hallelujah
1133,M14_B1_UW78_M6,interwoven
1134,CM13_B3_UW75_M7,morgantown
1135,M16_B2_LC_M8,salary
1136,CM13_B2_C13_M6,paste
1137,M14_B1_D7_M8,7
1138,CM13_B3_LJ_M7,juliet
1139,CM13_B3_CW65_M3,kim
1140,M14_B1_CW1_M6,the
1141,M14_B3_D0_M6,0
1142,F04_B3_CW66_M7,into
1143,CM13_B3_CW85_M3,who
1144,CM13_B1_CW46_M6,do
1145,CM13_B1_UW63_M7,chauffeur
1146,CM13_B1_UW30_M6,cheshire
1147,M14_B2_UW28_M8,anybody
1148,CM13_B2_CW15_M3,ar
1149,CM13_B2_UW49_M5,betroth
1150,M14_B1_UW41_M5,in alien
1151,F04_B2_CW6_M8,NA
1152,CM13_B1_CW53_M3,about
1153,CM13_B3_C15_M5,copy
1154,F04_B2_UW58_M6,boyhood
1155,M16_B2_UW94_M8,cousin
1156,M16_B2_CW29_M8,word
1157,M14_B2_LM_M5,mike
1158,CM13_B2_CW49_M5,if
1159,CM13_B2_UW29_M7,anything
1160,M16_B1_UW57_M7,asia
1161,CM13_B3_CW56_M8,then
1162,CM13_B1_UW52_M8,adulation
1163,CM13_B2_UW85_M7,watches
1164,M16_B1_LI_M7,india
1165,CM13_B2_UW22_M8,agricultural
1166,CM13_B1_CW35_M8,wii
1167,CM13_B2_UW25_M7,aloof
1168,CM13_B1_CW44_M5,which
1169,M14_B3_UW60_M5,coffee
1170,M14_B1_C15_M5,copy
1171,CM13_B1_UW16_M3,nevertheless
1172,M14_B3_CW51_M7,NA
1173,F04_B2_CW57_M7,them
1174,M16_B3_C14_M6,cut
1175,M14_B1_UW32_M3,circular
1176,M16_B2_CW51_M8,NA
1177,F04_B3_UW32_M3,chinese
1178,F04_B1_UW24_M6,avenue
1179,M14_B2_CW77_M7,NA
1180,F04_B2_UW82_M5,watch
1181,CM13_B3_UW17_M6,nathaniel
1182,M16_B1_CW29_M6,worried
1183,CM13_B3_UW100_M5,crayon
1184,M14_B3_UW8_M3,hayward
1185,CM13_B3_CW98_M5,part
1186,M16_B2_CW80_M6,then
1187,M16_B3_CW35_M6,NA
1188,F04_B2_UW9_M3,skyward
1189,F04_B1_UW42_M6,inquire
1190,F04_B3_CW7_M3,is
1191,CM13_B2_UW60_M5,brotherhood
1192,F04_B1_C16_M5,aboard
1193,M16_B1_UW63_M8,silver
1194,F04_B3_CW93_M5,dave
1195,M16_B2_UW91_M8,NA
1196,CM13_B2_D2_M3,2
1197,F04_B3_D9_M6,NA
1198,M14_B2_UW28_M3,anybody
1199,M14_B2_CW24_M3,have
1200,M14_B2_UW54_M6,prism
1201,M16_B2_LI_M6,india
1202,CM13_B3_C15_M7,copy
1203,CM13_B2_UW46_M7,ben gal
1204,CM13_B1_CW17_M3,with
1205,M16_B2_CW49_M7,if
1206,F04_B3_CW18_M3,his
1207,M16_B3_D2_M3,2
1208,F04_B1_UW4_M6,irresolute
1209,M16_B3_CW100_M6,NA
1210,M16_B3_UW84_M8,NA
1211,M16_B2_CW99_M7,NA
1212,M16_B3_UW35_M7,blind
1213,F04_B3_CW36_M8,mine
1214,M16_B3_CW60_M7,NA
1215,M16_B3_UW38_M5,unyielding
1216,CM13_B3_CW16_M7,as
1217,CM13_B1_UW8_M3,bushels
1218,F04_B3_CW82_M3,washer
1219,CM13_B1_CW96_M6,made
1220,F04_B1_CW80_M6,then
1221,F04_B1_CW46_M5,do
1222,M16_B3_UW64_M8,commercial
1223,CM13_B1_CW11_M3,key
1224,M16_B3_UW59_M8,a while
1225,M14_B2_CW90_M3,juan
1226,CM13_B2_C7_M7,alt
1227,F04_B3_CW41_M3,used
1228,M16_B2_CW48_M8,NA
1229,CM13_B1_CW52_M3,other
1230,M14_B1_CW57_M5,damn
1231,CM13_B1_CW74_M6,number
1232,CM13_B2_UW24_M8,aloft
1233,CM13_B1_CW21_M7,at
1234,CM13_B1_D8_M7,8
1235,M14_B1_UW72_M8,gouged
1236,CM13_B1_CW97_M3,mets
1237,F04_B2_UW11_M5,bran
1238,M16_B3_CW58_M7,any age
1239,M14_B2_CW32_M8,why
1240,F04_B1_CW24_M8,have
1241,F04_B3_UW67_M3,dodgers
1242,CM13_B1_CW28_M3,bye
1243,M14_B3_UW15_M5,missouri
1244,CM13_B3_UW15_M5,missouri
1245,CM13_B1_CW17_M8,with
1246,CM13_B2_CW47_M7,how
1247,M16_B2_CW33_M3,NA
1248,CM13_B2_UW93_M8,chair
1249,F04_B3_CW50_M6,well
1250,M14_B1_UW95_M6,zip
1251,CM13_B3_LT_M6,tango
1252,F04_B3_LE_M5,echo
1253,F04_B3_UW87_M3,drum
1254,M16_B2_CW81_M5,forest
1255,CM13_B3_CW68_M7,has
1256,M14_B1_CW20_M6,i
1257,CM13_B2_UW81_M6,endowments
1258,CM13_B1_CW79_M7,my
1259,M16_B3_CW50_M7,well
1260,M16_B3_UW79_M3,power
1261,CM13_B1_CW40_M8,there
1262,CM13_B1_CW18_M7,his
1263,M16_B2_D3_M5,siri
1264,CM13_B2_UW55_M7,both
1265,CM13_B2_CW73_M6,see
1266,CM13_B3_CW60_M6,some
1267,F04_B3_UW30_M5,quillian
1268,CM13_B2_UW87_M6,car
1269,M14_B1_UW11_M3,gentlewoman
1270,F04_B2_C15_M8,copy
1271,M14_B1_CW81_M8,first
1272,F04_B1_CW45_M3,sheep
1273,M16_B1_UW17_M6,NA
1274,CM13_B2_CW32_M7,what
1275,M16_B2_CW9_M5,NA
1276,M16_B2_UW61_M6,buffoon
1277,M14_B2_UW86_M3,NA
1278,F04_B3_UW34_M7,emphasize
1279,M14_B3_CW98_M8,heart
1280,F04_B2_CW50_M7,well
1281,CM13_B2_LD_M5,delta
1282,CM13_B1_LO_M6,oscar
1283,CM13_B1_UW59_M6,beguile
1284,M16_B2_C5_M8,tab
1285,M14_B1_UW74_M3,hallelujah
1286,CM13_B2_UW96_M6,bathtub
1287,CM13_B1_C11_M8,paragraph
1288,F04_B1_UW63_M6,shofar
1289,F04_B2_CW34_M3,where
1290,M14_B2_CW12_M3,wise
1291,M14_B1_CW11_M7,he
1292,F04_B2_UW34_M6,i found it
1293,CM13_B2_LV_M5,victor
1294,CM13_B2_UW27_M7,anxieties
1295,F04_B3_UW4_M7,NA
1296,M14_B1_CW57_M3,damn
1297,M14_B2_UW66_M7,candlelight
1298,CM13_B3_LU_M3,uniform
1299,CM13_B1_CW46_M8,do
1300,M14_B2_LM_M6,mike
1301,M16_B2_CW59_M3,so
1302,M16_B3_UW31_M7,shell
1303,CM13_B3_LJ_M6,juliet
1304,CM13_B1_UW22_M7,adapt
1305,CM13_B1_C6_M6,escape
1306,M16_B3_UW48_M7,NA
1307,CM13_B2_CW70_M6,more
1308,M14_B1_UW65_M7,chowder
1309,CM13_B2_UW31_M6,appreciable
1310,M16_B2_CW55_M3,honey
1311,M16_B1_UW15_M8,NA
1312,CM13_B3_D3_M7,3
1313,CM13_B2_CW75_M8,no
1314,CM13_B3_UW17_M7,nathaniel
1315,CM13_B3_LB_M8,bravo
1316,M16_B3_CW98_M7,torrid
1317,CM13_B2_CW92_M3,day
1318,M14_B2_UW49_M7,patrol
1319,M16_B3_CW25_M7,plum
1320,F04_B1_CW30_M5,what
1321,CM13_B1_LU_M5,uniform
1322,M16_B1_D9_M7,NA
1323,M16_B3_UW5_M5,good
1324,M14_B3_UW87_M6,drum
1325,M16_B1_UW39_M6,NA
1326,M14_B1_C5_M6,tab
1327,F04_B1_C19_M3,right
1328,M14_B1_CW83_M7,band
1329,M14_B2_UW49_M5,patrol
1330,F04_B3_CW46_M7,you
1331,CM13_B2_LI_M7,india
1332,F04_B3_CW74_M3,number
1333,CM13_B2_UW5_M8,reunited
1334,M14_B3_CW86_M7,oil
1335,CM13_B1_CW50_M7,will
1336,CM13_B2_C5_M7,tab
1337,F04_B3_CW58_M3,please
1338,CM13_B3_CW59_M8,so
1339,M14_B3_CW19_M7,they
1340,CM13_B1_CW20_M8,bye
1341,M16_B1_UW48_M5,perpetual
1342,CM13_B3_CW95_M5,come
1343,CM13_B1_CW86_M5,oil
1344,M16_B1_UW53_M6,it's wrong
1345,CM13_B2_CW56_M7,then
1346,F04_B1_UW58_M7,usher
1347,M14_B2_CW45_M6,she
1348,M14_B1_UW57_M3,asia
1349,F04_B1_UW78_M6,interwoven
1350,M16_B2_LR_M7,aol mail
1351,CM13_B2_UW98_M8,ring
1352,CM13_B1_UW36_M6,exactitud
1353,CM13_B3_UW27_M8,reward
1354,CM13_B3_CW14_M7,on
1355,CM13_B1_UW24_M5,avenues
1356,M16_B2_CW64_M8,like
1357,M16_B3_UW13_M3,NA
1358,CM13_B1_CW88_M5,now
1359,CM13_B2_UW78_M6,dowry
1360,F04_B2_LC_M8,charlie
1361,CM13_B3_CW56_M5,then
1362,CM13_B2_UW57_M7,boulevard
1363,CM13_B3_CW94_M7,get
1364,M16_B3_LU_M5,uniform
1365,CM13_B3_CW47_M3,how
1366,CM13_B3_CW19_M5,they
1367,CM13_B3_CW47_M8,how
1368,F04_B1_UW15_M8,merchandise
1369,M16_B3_UW100_M6,NA
1370,M16_B1_UW54_M7,NA
1371,M16_B2_CW33_M8,NA
1372,CM13_B1_UW98_M5,crack
1373,CM13_B3_UW87_M8,drum
1374,F04_B3_UW56_M8,NA
1375,F04_B1_C3_M8,delete
1376,CM13_B2_LO_M3,oscar
1377,CM13_B1_C8_M8,control
1378,M14_B3_UW87_M5,drum
1379,M16_B1_UW10_M6,NA
1380,M16_B3_C18_M5,NA
1381,M14_B2_CW97_M6,NA
1382,CM13_B2_CW30_M7,but
1383,CM13_B1_CW4_M6,NA
1384,CM13_B3_CW32_M7,what
1385,CM13_B3_CW82_M8,water
1386,M16_B2_CW64_M3,like
1387,F04_B2_CW71_M5,right
1388,M16_B1_CW9_M3,that
1389,F04_B1_CW38_M3,can
1390,CM13_B3_CW30_M6,but
1391,F04_B1_LE_M7,adult
1392,F04_B2_CW56_M7,gun
1393,M14_B3_CW80_M6,fan
1394,CM13_B1_UW81_M6,moisten
1395,CM13_B3_C2_M8,backspace
1396,CM13_B2_UW92_M7,fishing
1397,CM13_B3_CW46_M3,do
1398,M14_B1_D6_M5,6
1399,M16_B1_UW32_M8,NA
1400,M14_B1_LX_M3,x-ray
1401,M16_B3_LJ_M7,julianne
1402,CM13_B3_UW82_M5,soothing
1403,CM13_B1_C16_M6,upward
1404,M14_B1_CW6_M6,in
1405,CM13_B1_CW37_M8,your
1406,M14_B1_CW33_M8,NA
1407,M16_B3_UW22_M6,quotes fair
1408,M16_B3_LM_M5,like
1409,CM13_B2_CW61_M6,her
1410,M14_B3_CW17_M8,NA
1411,M16_B1_UW38_M5,quinten lawrence
1412,CM13_B1_UW46_M6,mustache
1413,M14_B2_UW46_M6,van gaal
1414,M16_B3_LH_M7,hotel
1415,M16_B2_UW80_M3,NA
1416,M14_B3_UW27_M7,award
1417,M16_B1_CW75_M7,no
1418,M14_B2_CW23_M5,best
1419,M14_B1_UW32_M8,circular
1420,CM13_B1_LK_M5,kilo
1421,F04_B1_UW38_M8,NA
1422,M16_B2_CW74_M6,youngblood
1423,CM13_B2_UW72_M6,convulsion
1424,M14_B2_CW4_M6,a
1425,CM13_B2_UW25_M5,olive
1426,M14_B2_C6_M6,escape
1427,CM13_B3_LO_M7,oscar
1428,M16_B1_CW45_M3,she
1429,CM13_B1_UW33_M3,composure
1430,M14_B2_CW66_M3,into
1431,M14_B3_C3_M5,delete
1432,CM13_B2_CW96_M8,made
1433,F04_B1_CW64_M8,like
1434,CM13_B2_UW10_M6,sugar
1435,CM13_B3_CW31_M8,not
1436,CM13_B1_CW62_M6,wood
1437,M14_B3_UW60_M6,probably
1438,CM13_B2_UW43_M5,battleship
1439,M16_B1_LX_M3,NA
1440,F04_B3_UW24_M6,virginia
1441,M14_B3_CW10_M5,kit
1442,M14_B1_UW17_M7,pennsylvania
1443,CM13_B1_UW71_M5,gigantic
1444,M14_B3_UW97_M3,watch
1445,M14_B3_UW29_M6,sawyer
1446,CM13_B3_CW45_M8,she
1447,CM13_B1_LW_M5,whiskey
1448,M14_B3_CW15_M6,ar
1449,CM13_B1_CW31_M6,not
1450,F04_B2_C3_M7,delete
1451,F04_B2_UW98_M3,ring
1452,M14_B3_UW44_M7,forgetfulness
1453,F04_B3_LV_M6,victor
1454,CM13_B2_UW85_M5,watches
1455,M14_B1_CW5_M6,2
1456,CM13_B1_UW20_M3,how to save
1457,M16_B2_CW47_M5,NA
1458,M14_B2_LE_M7,echo
1459,M16_B2_UW93_M5,NA
1460,CM13_B3_UW40_M7,without
1461,CM13_B2_UW26_M8,although
1462,F04_B3_UW52_M5,aberration
1463,M16_B2_CW31_M7,NA
1464,M14_B3_UW95_M7,stars
1465,CM13_B1_UW20_M7,how to save
1466,M16_B2_UW94_M3,cousin
1467,CM13_B1_CW31_M5,not
1468,CM13_B1_CW18_M6,his
1469,M16_B2_UW75_M7,NA
1470,CM13_B2_UW66_M8,candle light
1471,F04_B2_UW11_M7,supreme
1472,CM13_B3_CW60_M8,some
1473,CM13_B3_UW34_M7,sympathize
1474,M14_B1_CW9_M6,that
1475,F04_B3_UW17_M6,nathaniel
1476,M16_B3_D7_M7,kevin
1477,CM13_B3_UW8_M3,hayward
1478,CM13_B3_UW52_M5,observation
1479,F04_B1_UW4_M3,irresolute
1480,F04_B3_CW66_M5,into
1481,M16_B1_CW92_M8,daddy
1482,M16_B3_LV_M7,NA
1483,F04_B1_CW55_M6,money
1484,CM13_B3_CW8_M6,you
1485,CM13_B2_C18_M8,left
1486,CM13_B2_UW66_M6,candle light
1487,CM13_B1_UW73_M6,goulash
1488,CM13_B2_C6_M3,escape
1489,M14_B2_UW40_M3,bats
1490,M16_B1_UW53_M3,NA
1491,M16_B3_CW29_M7,worried
1492,M16_B2_CW62_M8,1
